H99 ID,H99 Standard Name,H99 alias,H99 alias PMID,PMID used H99,Description H99,JEC21 ID,JEC21 Standard name,JEC21 alias,JEC21 alias PMID,PMID used JEC21,Description JEC21,B3501A ID,B3501A Standard name,B3501A alias,B3501A alias PMID,PMID used B3501A,Description B3501A,WM276_ID,WM276 Standard name,WM276 alias,WM276 alias PMID,PMID used WM276,Description WM276,R265_ID,R265 Standard name,R265 alias,R265 alias PMID,R265 PMID,Description R265,Description H99,Description non-H99,Synteny checked?,Update from Supplement,Curator Comment for FungiDB,H99 Genbank description,AHRD description,Top Sc hit,Sc Name,Sc eval,Sc hit % ID,H99 query length
CNAG_07004,LPD1alpha,,,12455690,putative dihydrolipoyl dehydrogenase,CND05840,LPD1alpha,,,12455690,putative dihydrolipoyl dehydrogenase,CNBD0550,LPD1alpha,,,12455690,putative dihydrolipoyl dehydrogenase,CGB_I0650W,LPD1alpha,,,12455690,putative dihydrolipoyl dehydrogenase,CNBG_5871,LPD1alpha,,,12455690,putative dihydrolipoyl dehydrogenase,putative dihydrolipoyl dehydrogenase,putative dihydrolipoyl dehydrogenase,yes,,,dihydrolipoyl dehydrogenase,Soluble pyridine nucleotide transhydrogenase,YFL018C,LPD1,4.4999999999999997205e-137,65.31,490
CNAG_05703,LRG1,,,16194228,rho GTPase-activating protein,CNF02710,LRG1,,,16194228,rho GTPase-activating protein,CNBF1990,LRG1,,,16194228,rho GTPase-activating protein,CGB_F3080W,LRG1,,,16194228,rho GTPase-activating protein,CNBG_1837,LRG1,,,16194228,rho GTPase-activating protein,rho GTPase-activating protein,rho GTPase-activating protein,yes,,,rho GTPase activator,Rho GTPase-activating protein 44,YDL240W,LRG1,1.5000000000000000739e-72,28.44,1069
CNAG_05152,LRO1,,,22412978,phospholipid:diacylglycerol acyltransferase,CNL04710,LRO1,,,22412978,phospholipid:diacylglycerol acyltransferase,CNBI2140,LRO1,,,22412978,phospholipid:diacylglycerol acyltransferase,CGB_D2350W,LRO1,,,22412978,phospholipid:diacylglycerol acyltransferase,CNBG_4542,LRO1,,,22412978,phospholipid:diacylglycerol acyltransferase,phospholipid:diacylglycerol acyltransferase,phospholipid:diacylglycerol acyltransferase,yes,,,phospholipid:diacylglycerol acyltransferase,Phospholipid:diacylglycerol acyltransferase,YNR008W,LRO1,4.8000000000000002155e-93,39.61,616
CNAG_01183,LSB1,,,18854164,bar-SH3 domain protein,CND03080,LSB1,,,18854164,bar-SH3 domain protein,CNBD3270,LSB1,,,18854164,bar-SH3 domain protein,CGB_D5640C,LSB1,,,18854164,bar-SH3 domain protein,CNBG_0754,LSB1,,,18854164,bar-SH3 domain protein,bar-SH3 domain protein,bar-SH3 domain protein,yes,,,hypothetical protein,Class E vacuolar protein-sorting machinery protein HSE1,YHL002W,HSE1,.0000068000000000000001158,26.82,261
CNAG_03588,LYS2,,,19542307,L-aminoadipate-semialdehyde dehydrogenase,CNG00170,LYS2,,,19542307,L-aminoadipate-semialdehyde dehydrogenase,CNBG4570,LYS2,,,19542307,L-aminoadipate-semialdehyde dehydrogenase,CGB_G6500C,LYS2,,,19542307,L-aminoadipate-semialdehyde dehydrogenase,CNBG_2041,LYS2,,,19542307,L-aminoadipate-semialdehyde dehydrogenase,L-aminoadipate-semialdehyde dehydrogenase,L-aminoadipate-semialdehyde dehydrogenase,yes,,,L-aminoadipate-semialdehyde dehydrogenase,D-alanine--poly(phosphoribitol) ligase subunit 1,YBR115C,LYS2,0,46.82,1414
CNAG_00247,LYS9,,,15189996,saccharopine dehydrogenase,CNA02370,LYS9,,,15189996,saccharopine dehydrogenase,CNBA2210,LYS9,,,15189996,saccharopine dehydrogenase,CGB_B3130C,LYS9,,,15189996,saccharopine dehydrogenase,CNBG_0322,LYS9,,,15189996,saccharopine dehydrogenase,saccharopine dehydrogenase,saccharopine dehydrogenase,yes,,,alpha-aminoadipic semialdehyde synthase,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",YNR050C,LYS9,1.2000000000000000783e-39,33.63,452
CNAG_04312,MAN1,,,11359567,mannose-6-phosphate isomerase,CNI02370,MAN1,,,11359567,mannose-6-phosphate isomerase,CNBH2250,MAN1,,,11359567,mannose-6-phosphate isomerase,CGB_H3390C,MAN1,,,11359567,mannose-6-phosphate isomerase,CNBG_2740,MAN1,,,11359567,mannose-6-phosphate isomerase,mannose-6-phosphate isomerase,mannose-6-phosphate isomerase,yes,,,mannose-6-phosphate isomerase,Mannose-6-phosphate isomerase,YER003C,PMI40,1.1000000000000000274e-33,40.67,300
CNAG_03926,MAP1,,,19542307,methionine aminopeptidase,CNB04150,MAP1,,,19542307,methionine aminopeptidase,CNBB1590,MAP1,,,19542307,methionine aminopeptidase,CGB_A1840C,MAP1,,,19542307,methionine aminopeptidase,CNBG_5541,MAP1,,,19542307,methionine aminopeptidase,methionine aminopeptidase,methionine aminopeptidase,yes,,,"methionine aminopeptidase, type I",Methionine aminopeptidase 1,YLR244C,MAP1,9.9999999999999999567e-71,43.44,366
CNAG_06203,MAT2,,,20485569,hmg (high mobility group) box transcription factor,CNM02020,MAT2,,,20485569,hmg (high mobility group) box transcription factor,CNBM1890,MAT2,,,20485569,hmg (high mobility group) box transcription factor,CGB_M3130W,MAT2,,,20485569,hmg (high mobility group) box transcription factor,CNBG_4907,MAT2,,,20485569,hmg (high mobility group) box transcription factor,hmg (high mobility group) box transcription factor,hmg (high mobility group) box transcription factor,yes,,,hypothetical protein,Mating-type M-specific polypeptide Mc,,,,,
CNAG_01452,MAT3,,,12455690,mat3 pheromone repeat protein,CND05650,MAT3,,,12455690,mat3 pheromone repeat protein,CNBD0710,MAT3,,,12455690,mat3 pheromone repeat protein,CGB_I1210W,MAT3,,,12455690,mat3 pheromone repeat protein,CNBG_5857,MAT3,,,12455690,mat3 pheromone repeat protein,mat3 pheromone repeat protein,mat3 pheromone repeat protein,yes,,,hypothetical protein,Unknown protein,,,,,
CNAG_04637,MBF1,,,16102007,multiprotein bridging factor,CNJ00750,MBF1,,,16102007,multiprotein bridging factor,CNBJ2740,MBF1,,,16102007,multiprotein bridging factor,CGB_D9030W,MBF1,,,16102007,multiprotein bridging factor,CNBG_1015,MBF1,,,16102007,multiprotein bridging factor,multiprotein bridging factor,multiprotein bridging factor,yes,,,multiprotein-bridging factor 1,Multiprotein-bridging factor 1 Multiprotein-bridging factor 1,YOR298C-A,MBF1,1.0999999999999999246e-19,44.03,159
CNAG_07464,MBS1,,,22080454,mbp1/swi4-like transcription factor,CNB00820,MBS1,,,22080454,mbp1/swi4-like transcription factor,CNBB4890,MBS1,,,22080454,mbp1/swi4-like transcription factor,CGB_B8150W,MBS1,,,22080454,mbp1/swi4-like transcription factor,CNBG_6103,MBS1,,,22080454,mbp1/swi4-like transcription factor,mbp1/swi4-like transcription factor,mbp1/swi4-like transcription factor,yes,,,transcription factor,Ankyrin repeat domain-containing protein 1,YDL056W,MBP1,1.2000000000000001109e-38,26.44,832
CNAG_00796,MDR1,,,9409767,putative abc multidrug resistance transporter with similarity to Ste6,CNA07730,MDR1,,,9409767,putative abc multidrug resistance transporter with similarity to Ste6,CNBA7570,MDR1,,,9409767,putative abc multidrug resistance transporter with similarity to Ste6,CGB_A9140C,MDR1,,,9409767,putative abc multidrug resistance transporter with similarity to Ste6,CNBG_1138,MDR1,,,9409767,putative abc multidrug resistance transporter with similarity to Ste6,putative abc multidrug resistance transporter with similarity to Ste6,putative abc multidrug resistance transporter with similarity to Ste6,yes,,,"ATP-binding cassette, subfamily B (MDR/TAP), member 1",Lipid A export ATP-binding/permease protein MsbA,YKL209C,STE6,4.4999999999999997555e-86,26.6,1316
CNAG_04735,MEP1,,,23300468,metalloproteinase,CNJ01650,MEP1,,,23300468,metalloproteinase,CNBJ1810,MEP1,,,23300468,metalloproteinase,CGB_I2300C,MEP1,,,23300468,metalloproteinase,CNBG_6001,MEP1,,,23300468,metalloproteinase,metalloproteinase,metalloproteinase,yes,,,extracellular elastinolytic metalloproteinase,Extracellular metalloproteinase 2,,,,,
CNAG_04215,MET3,,,19542307,sulfate adenylyltransferase,CNI03560,MET3,,,19542307,sulfate adenylyltransferase,CNBH3400,MET3,,,19542307,sulfate adenylyltransferase,CGB_H4470C,MET3,,,19542307,sulfate adenylyltransferase,CNBG_2830,MET3,,,19542307,sulfate adenylyltransferase,sulfate adenylyltransferase,sulfate adenylyltransferase,yes,,,sulfate adenylyltransferase,Sulfate adenylyltransferase,YJR010W,MET3,9.2000000000000003217e-113,57.6,467
CNAG_01890,MET6,,,15347759,methionine synthase,CNK02310,MET6,,,15347759,methionine synthase,CNBK1240,MET6,,,15347759,methionine synthase,CGB_K1510C,MET6,,,15347759,methionine synthase,CNBG_3052,MET6,,,15347759,methionine synthase,methionine synthase,methionine synthase,yes,,,5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,YER091C,MET6,3.9999999999999998472e-164,55.24,773
CNAG_02870,MET7,,,19542307,folylpolyglutamate synthetase,CNC04840,MET7,,,19542307,folylpolyglutamate synthetase,CNBC2330,MET7,,,19542307,folylpolyglutamate synthetase,CGB_C7160W,MET7,,,19542307,folylpolyglutamate synthetase,CNBG_3519,MET7,,,19542307,folylpolyglutamate synthetase,folylpolyglutamate synthetase,folylpolyglutamate synthetase,yes,,,folylpolyglutamate synthase,Folylpolyglutamate synthase,YOR241W,MET7,9.9999999999999996143e-82,44.18,498
CNAG_07407,MFalpha3,,,12455690,mating-type pheromone alpha,CND05690,MFalpha3,,,12455690,mating-type pheromone alpha,,,,,12455690,mating-type pheromone alpha,CGB_I1150C,MFalpha3,,,12455690,mating-type pheromone alpha,CNBG_5861,MFalpha3,,,12455690,mating-type pheromone alpha,mating-type pheromone alpha,mating-type pheromone alpha,,,,fungal mating-type pheromone,Unknown protein,,,,,
CNAG_05721,MFE2,,,22707485,multifunctional beta-oxidation protein,CNF02530,MFE2,,,22707485,multifunctional beta-oxidation protein,CNBF2170,MFE2,,,22707485,multifunctional beta-oxidation protein,CGB_F3260W,MFE2,,,22707485,multifunctional beta-oxidation protein,CNBG_1820,MFE2,,,22707485,multifunctional beta-oxidation protein,multifunctional beta-oxidation protein,multifunctional beta-oxidation protein,yes,,,multifunctional beta-oxidation protein,Dehydrogenase/reductase SDR family member 4,YKR009C,FOX2,4.89999999999999977e-157,45.77,922
CNAG_04392,,MFE2,23078142,,sterol-binding protein,CNI01560,,MFE2,23078142,,sterol-binding protein,CNBH1470,MFE2,,,23078142,sterol-binding protein,CGB_H2270C,,MFE2,23078142,,sterol-binding protein,CNBG_2657,,MFE2,23078142,,sterol-binding protein,sterol-binding protein,sterol-binding protein,yes,updated,,sterol-binding protein,Non-specific lipid-transfer protein,,,,,
CNAG_01530,MGA2,,,15470254,transcription factor,CNC06520,MGA2,,,15470254,transcription factor,CNBC0680,MGA2,,,15470254,transcription factor,CGB_C0690W,MGA2,,,15470254,transcription factor,CNBG_3906,MGA2,,,15470254,transcription factor,transcription factor,transcription factor,yes,,,suppressor protein SPT23,Ankyrin repeat domain-containing protein 2,YIR033W,MGA2,.000034999999999999996934,25.82,306
CNAG_06327,MIG1,,,21652778,zinc finger transcription factor,CNN00550,MIG1,,,21652778,zinc finger transcription factor,CNBN0540,MIG1,,,21652778,zinc finger transcription factor,CGB_N0460W,MIG1,,,21652778,zinc finger transcription factor,CNBG_5127,MIG1,,,21652778,zinc finger transcription factor,zinc finger transcription factor,zinc finger transcription factor,yes,,,DNA-binding protein creA,Zinc finger protein 18,YGL035C,MIG1,1.9999999999999999582e-16,24.06,532
CNAG_02357,MKK2,,,16194228,serine/threonine-protein kinase,CNE01930,MKK2,,,16194228,serine/threonine-protein kinase,CNBE1890,MKK2,,,16194228,serine/threonine-protein kinase,CGB_E2440W,MKK2,,,16194228,serine/threonine-protein kinase,CNBG_4069,MKK2,,,16194228,serine/threonine-protein kinase,serine/threonine-protein kinase,serine/threonine-protein kinase,yes,,,STE/STE7/MKK protein kinase,Serine/threonine-protein kinase 3,YPL140C,MKK2,7.0999999999999997573e-49,46.84,301
CNAG_04837,MLN1,,,18854164,bHLH family transcription factor,CNJ02620,MLN1,,,18854164,bHLH family transcription factor,CNBJ0840,MLN1,,,18854164,bHLH family transcription factor,CGB_I3530W,MLN1,,,18854164,bHLH family transcription factor,CNBG_5670,MLN1,,,18854164,bHLH family transcription factor,bHLH family transcription factor,bHLH family transcription factor,yes,,,hypothetical protein,Unknown protein,,,,,
CNAG_06224,MLN2,,,18854164,nuclear distribution protein NudC homolog,CNM02260,MLN2,,,18854164,nuclear distribution protein NudC homolog,CNBM2100,MLN2,,,18854164,nuclear distribution protein NudC homolog,CGB_M3320W,MLN2,,,18854164,nuclear distribution protein NudC homolog,CNBG_4926,MLN2,,,18854164,nuclear distribution protein NudC homolog,nuclear distribution protein NudC homolog,nuclear distribution protein NudC homolog,yes,,,nuclear movement protein nudC,Nuclear migration protein nudC,,,,,
CNAG_01644,MLN4,,,18854164,protein of unknown function,CNC01570,MLN4,,,18854164,protein of unknown function,CNBC5690,MLN4,,,18854164,protein of unknown function,CGB_C2380C,MLN4,,,18854164,protein of unknown function,CNBG_3800,MLN4,,,18854164,protein of unknown function,protein of unknown function,protein of unknown function,yes,,,hypothetical protein,Unknown protein,,,,,
CNAG_05653,MLS1,,,17041184,malate synthase,CNH02910,MLS1,,,17041184,malate synthase,CNBL2980,MLS1,,,17041184,malate synthase,CGB_L3620W,MLS1,,,17041184,malate synthase,CNBG_6151,MLS1,,,17041184,malate synthase,malate synthase,malate synthase,yes,,,malate synthase A,"Malate synthase, glyoxysomal",YNL117W,MLS1,9.9000000000000005567e-141,56.45,519
CNAG_05886,MMS2,,,18854164,ubiquitin-conjugating enzyme,CNF00870,MMS2,,,18854164,ubiquitin-conjugating enzyme,CNBF3940,MMS2,,,18854164,ubiquitin-conjugating enzyme,CGB_F5420C,MMS2,,,18854164,ubiquitin-conjugating enzyme,CNBG_1661,MMS2,,,18854164,ubiquitin-conjugating enzyme,ubiquitin-conjugating enzyme,ubiquitin-conjugating enzyme,yes,,,ubiquitin-conjugating enzyme E2,Ubiquitin-conjugating enzyme E2 E3,YGL087C,MMS2,3.8999999999999999037e-37,62.32,138
CNAG_06782,MNN2,,,22500028,"putative alpha-1,2-mannosyltransferase",CNB00170,MNN2,,,22500028,"putative alpha-1,2-mannosyltransferase",CNBB5500,MNN2,,,22500028,"putative alpha-1,2-mannosyltransferase",CGB_B9530C,MNN2,,,22500028,"putative alpha-1,2-mannosyltransferase",CNBG_6190,,,,22500028,"putative alpha-1,2-mannosyltransferase","putative alpha-1,2-mannosyltransferase","putative alpha-1,2-mannosyltransferase",yes,,,hypothetical protein,"Alpha-1,2-mannosyltransferase MNN5",YBR015C,MNN2,.0000000013000000000000000603,26.62,293
CNAG_05794,MOB2,,,23055925,ram signaling network protein kinase activator,CNF01840,MOB2,,,23055925,ram signaling network protein kinase activator,CNBF2860,MOB2,,,23055925,ram signaling network protein kinase activator,CGB_F4210W,MOB2,,,23055925,ram signaling network protein kinase activator,CNBG_1750,MOB2,,,23055925,ram signaling network protein kinase activator,ram signaling network protein kinase activator,ram signaling network protein kinase activator,yes,,,mps1 binder,MOB kinase activator-like 1 homolog A,YFL034C-B,MOB2,4.1000000000000001383e-42,46.82,220
CNAG_00776,MP88,,,12228274,immunoreactive mannoprotein,CNA07540,MP88,,,12228274,immunoreactive mannoprotein,CNBA7360,MP88,,,12228274,immunoreactive mannoprotein,CGB_A8640W,MP88,,,12228274,immunoreactive mannoprotein,CNBG_1155,MP88,,,12228274,immunoreactive mannoprotein,immunoreactive mannoprotein,immunoreactive mannoprotein,yes,,,immunoreactive mannoprotein MP88,Unknown protein,,,,,
CNAG_01230,MP98,CDA2,17400891,11504924,chitin-deacetylase,CND03490,MP98,CDA2,17400891,11504924,chitin-deacetylase,CNBD2840,MP98,CDA2,17400891,11504924,chitin-deacetylase,CGB_D6190C,MP98,CDA2,17400891,11504924,chitin-deacetylase,CNBG_0797,MP98,CDA2,17400891,11504924,chitin-deacetylase,chitin-deacetylase,chitin-deacetylase,yes,,,chitin deacetylase 2,Chitooligosaccharide deacetylase,YLR308W,CDA2,6.8999999999999997079e-16,38.96,154
CNAG_07745,MPD1,,,11021946,mannitol-1-phosphate dehydrogenase,CNG00600,MPD1,,,11021946,mannitol-1-phosphate dehydrogenase,CNBG4180,MPD1,,,11021946,mannitol-1-phosphate dehydrogenase,CGB_G6110W,MPD1,,,11021946,mannitol-1-phosphate dehydrogenase,CNBG_2079,MPD1,,,11021946,mannitol-1-phosphate dehydrogenase,mannitol-1-phosphate dehydrogenase,mannitol-1-phosphate dehydrogenase,yes,,,"alcohol dehydrogenase, propanol-preferring",L-threonine 3-dehydrogenase,YMR083W,ADH3,7.1999999999999996153e-65,46.07,356
CNAG_04514,MPK1,,,21926330,mitogen-activated protein kinase,CNI00410,MPK1,,,21926330,mitogen-activated protein kinase,CNBH0400,MPK1,,,21926330,mitogen-activated protein kinase,CGB_H1030C,MPK1,,,21926330,mitogen-activated protein kinase,CNBG_2556,MPK1,,,21926330,mitogen-activated protein kinase,mitogen-activated protein kinase,mitogen-activated protein kinase,yes,,,CMGC/MAPK protein kinase,Mitogen-activated protein kinase 14,YHR030C,SLT2,5.6000000000000002579e-102,62.23,376
CNAG_04282,MPK2,,,15075272,mitogen-activated protein (map) kinase,CNI02670,MPK2,,,15075272,mitogen-activated protein (map) kinase,CNBH2530,MPK2,,,15075272,mitogen-activated protein (map) kinase,CGB_H3670C,MPK2,,,15075272,mitogen-activated protein (map) kinase,CNBG_2768,MPK2,,,15075272,mitogen-activated protein (map) kinase,mitogen-activated protein (map) kinase,mitogen-activated protein (map) kinase,yes,,,CMGC/MAPK protein kinase,Mitogen-activated protein kinase 14,YHR030C,SLT2,6.1999999999999998996e-61,40,470
CNAG_03297,MSL1,,,23042129,putative histone acetyltransferase complex subunit,CNG02800,MSL1,,,23042129,putative histone acetyltransferase complex subunit,CNBG1970,MSL1,,,23042129,putative histone acetyltransferase complex subunit,CGB_G2630C,MSL1,,,23042129,putative histone acetyltransferase complex subunit,CNBG_2302,MSL1,,,23042129,putative histone acetyltransferase complex subunit,putative histone acetyltransferase complex subunit,putative histone acetyltransferase complex subunit,yes,,,histone acetyltransferase type B subunit 2,Guanine nucleotide-binding protein subunit beta,YEL056W,HAT2,1.2000000000000000091e-50,37.62,404
CNAG_06645,MTD1,,,19542307,methylenetetrahydrofolate dehydrogenase [NAD(+)],CNF03710,MTD1,,,19542307,methylenetetrahydrofolate dehydrogenase [NAD(+)],CNBF1110,MTD1,,,19542307,methylenetetrahydrofolate dehydrogenase [NAD(+)],CGB_F1510W,MTD1,,,19542307,methylenetetrahydrofolate dehydrogenase [NAD(+)],CNBG_1920,MTD1,,,19542307,methylenetetrahydrofolate dehydrogenase [NAD(+)],methylenetetrahydrofolate dehydrogenase [NAD(+)],methylenetetrahydrofolate dehydrogenase [NAD(+)],yes,,,methylenetetrahydrofolate dehydrogenase (NAD+),Methylenetetrahydrofolate dehydrogenase [NAD(+)],YKR080W,MTD1,6.8999999999999994591e-52,43.21,368
CNAG_06971,MYO2alpha,,,12455690,myosin class v heavy chain,CND05780,MYO2alpha,,,12455690,myosin class v heavy chain,CNBD0610,MYO2alpha,,,12455690,myosin class v heavy chain,CGB_I1050W,MYO2alpha,,,12455690,myosin class v heavy chain,CNBG_5868,MYO2alpha,,,12455690,myosin class v heavy chain,myosin class v heavy chain,myosin class v heavy chain,yes,,,hypothetical protein,Myosin-7B,YOR326W,MYO2,4.9000000000000001052e-212,41.51,1602
CNAG_00286,NAB2,,,19542307,putative nuclear polyadenylated mRNA-binding protein,CNA02740,NAB2,,,19542307,putative nuclear polyadenylated mRNA-binding protein,CNBA2600,NAB2,,,19542307,putative nuclear polyadenylated mRNA-binding protein,CGB_B3200C,NAB2,,,19542307,putative nuclear polyadenylated mRNA-binding protein,CNBG_0283,NAB2,,,19542307,putative nuclear polyadenylated mRNA-binding protein,putative nuclear polyadenylated mRNA-binding protein,putative nuclear polyadenylated mRNA-binding protein,yes,,,hypothetical protein,Nuclear polyadenylated RNA-binding protein nab2,YGL122C,NAB2,.000000013999999999999999631,24.05,316
CNAG_01003,NCP1,,,17645443,electron transporter,CND01320,NCP1,,,17645443,electron transporter,CNBD4990,NCP1,,,17645443,electron transporter,CGB_D3540C,NCP1,,,17645443,electron transporter,CNBG_0583,NCP1,,,17645443,electron transporter,electron transporter,electron transporter,yes,,,NADPH-ferrihemoprotein reductase,NADPH--cytochrome P450 reductase,YHR042W,NCP1,2.6999999999999997465e-91,39.17,702
CNAG_00788,NDH1,,,16775005,NADH dehydrogenase,CNA07650,NDH1,,,16775005,NADH dehydrogenase,CNBA7480,NDH1,,,16775005,NADH dehydrogenase,CGB_A9050C,NDH1,,,16775005,NADH dehydrogenase,CNBG_1144,NDH1,,,16775005,NADH dehydrogenase,NADH dehydrogenase,NADH dehydrogenase,yes,,,NADH dehydrogenase,Probable NADH dehydrogenase,YMR145C,NDE1,3.5999999999999999295e-87,46.36,522
CNAG_03935,NEP1,,,22339665,"similar
to
Neprilysin
(neutral
endopeptidase)
",CNB04230,NEP1,,,22339665,"similar
to
Neprilysin
(neutral
endopeptidase)
",CNBB1520,NEP1,,,22339665,"similar
to
Neprilysin
(neutral
endopeptidase)
",CGB_A1750W,NEP1,,,22339665,"similar
to
Neprilysin
(neutral
endopeptidase)
",CNBG_5532,NEP1,,,22339665,"similar
to
Neprilysin
(neutral
endopeptidase)
","similar
to
Neprilysin
(neutral
endopeptidase)
","similar
to
Neprilysin
(neutral
endopeptidase)
",yes,updated,,endothelin-converting enzyme,Endothelin-converting enzyme 2,,,,,
CNAG_01678,NHA1,,,19542307,Na+/H+ antiporter,CNC01890,NHA1,,,19542307,Na+/H+ antiporter,CNBC5360,NHA1,,,19542307,Na+/H+ antiporter,CGB_C2720C,NHA1,,,19542307,Na+/H+ antiporter,CNBG_3224,NHA1,,,19542307,Na+/H+ antiporter,Na+/H+ antiporter,Na+/H+ antiporter,yes,,,Na+/H+ exchanger AnNHA1,Na(+)/H(+) antiporter,YLR138W,NHA1,2.9999999999999999412e-88,32.03,999
CNAG_00445,NHP6B01,,,18854164,nonhistone chromosomal protein,CNA04270,NHP6B01,,,18854164,nonhistone chromosomal protein,CNBA4100,NHP6B01,,,18854164,nonhistone chromosomal protein,,,,,18854164,nonhistone chromosomal protein,,,,,18854164,nonhistone chromosomal protein,nonhistone chromosomal protein,nonhistone chromosomal protein,,,,hypothetical protein,High mobility group B protein 3,YBR089C-A,NHP6B,.00003000000000000000076,40.4,99
CNAG_02115,NHP6B02,,,18854164,nonhistone chromosomal protein,CNE04220,NHP6B02,,,18854164,nonhistone chromosomal protein,CNBE4210,NHP6B02,,,18854164,nonhistone chromosomal protein,CGB_E5490W,NHP6B02,,,18854164,nonhistone chromosomal protein,CNBG_5264,NHP6B02,,,18854164,nonhistone chromosomal protein,nonhistone chromosomal protein,nonhistone chromosomal protein,yes,,,nonhistone protein 6,Putative high mobility group protein B3-like protein,YBR089C-A,NHP6B,1.5999999999999999032e-10,39.29,84
CNAG_03664,NIC1,,,23653445,putative nickel transporter,CNB01630,NIC1,,,23653445,putative nickel transporter,CNBB4100,NIC1,,,23653445,putative nickel transporter,CGB_B6050W,NIC1,,,23653445,putative nickel transporter,CNBG_0067,NIC1,,,23653445,putative nickel transporter,putative nickel transporter,putative nickel transporter,yes,,,high-affinity nickel-transporter,High-affinity nickel transport protein,,,,,
CNAG_07413,NOG2,,,12455690,putative nucleolar gtp-binding protein,CND05640,NOG2,,,12455690,putative nucleolar gtp-binding protein,CNBD0720,NOG2,,,12455690,putative nucleolar gtp-binding protein,CGB_I1220W,NOG2,,,12455690,putative nucleolar gtp-binding protein,CNBG_5856,NOG2,,,12455690,putative nucleolar gtp-binding protein,putative nucleolar gtp-binding protein,putative nucleolar gtp-binding protein,yes,,,nucleolar GTP-binding protein 2,Nucleolar GTP-binding protein 2,YNR053C,NOG2,3.3000000000000001502e-117,52.35,533
CNAG_05222,NRG1,,,16835458,transcription factor,CNL04070,NRG1,,,16835458,transcription factor,CNBI2700,NRG1,,,16835458,transcription factor,CGB_J1350C,NRG1,,,16835458,transcription factor,CNBG_5752,NRG1,,,16835458,transcription factor,transcription factor,transcription factor,yes,,,transcriptional regulator Nrg1,Zinc finger protein 42 homolog,YBR066C,NRG2,2.3000000000000001355e-11,43.22,118
CNAG_02130,NSR1,,,20696827,putative mRNA binding protein,CNE04060,NSR1,,,20696827,putative mRNA binding protein,CNBE4060,NSR1,,,20696827,putative mRNA binding protein,CGB_E5340C,NSR1,,,20696827,putative mRNA binding protein,CNBG_5279,NSR1,,,20696827,putative mRNA binding protein,putative mRNA binding protein,putative mRNA binding protein,yes,,,RNA-binding protein 39,RNA-binding protein 39,,,,,
CNAG_03785,NTH1,,,16988267,putative trehalase,CNB02790,NTH1,,,16988267,putative trehalase,CNBB2890,NTH1,,,16988267,putative trehalase,CGB_B4350W,NTH1,,,16988267,putative trehalase,CNBG_0185,NTH1,,,16988267,putative trehalase,putative trehalase,putative trehalase,yes,,,"alpha,alpha-trehalase",Probable trehalase,YDR001C,NTH1,6.3000000000000000863e-145,48.17,737
CNAG_03917,NUP75,,,18854164,nuclear pore complex protein,CNB04060,NUP75,,,18854164,nuclear pore complex protein,CNBB1680,NUP75,,,18854164,nuclear pore complex protein,CGB_A2070C,NUP75,,,18854164,nuclear pore complex protein,CNBG_5550,NUP75,,,18854164,nuclear pore complex protein,nuclear pore complex protein,nuclear pore complex protein,yes,,,nuclear pore complex protein Nup85,Nuclear pore complex protein Nup85,,,,,
CNAG_00744,OCH1,,,15256547,"alpha 1,6-mannosyltransferase",CNA07230,OCH1,,,15256547,"alpha 1,6-mannosyltransferase",CNBA7030,OCH1,,,15256547,"alpha 1,6-mannosyltransferase",CGB_A8320C,OCH1,,,15256547,"alpha 1,6-mannosyltransferase",CNBG_1188,OCH1,,,15256547,"alpha 1,6-mannosyltransferase","alpha 1,6-mannosyltransferase","alpha 1,6-mannosyltransferase",yes,,,"alpha 1,6-mannosyltransferase","Initiation-specific alpha-1,6-mannosyltransferase",YGL038C,OCH1,6.6999999999999999259e-22,28.61,381
CNAG_00413,OFD1,,,19749173,putative oxidoreductase,CNA04020,OFD1,,,19749173,putative oxidoreductase,CNBA3810,OFD1,,,19749173,putative oxidoreductase,CGB_A4090C,OFD1,,,19749173,putative oxidoreductase,CNBG_1493,OFD1,,,19749173,putative oxidoreductase,putative oxidoreductase,putative oxidoreductase,yes,,,nuclear protein,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1,YER049W,TPA1,6.30000000000000025e-34,29.04,706
CNAG_03572,OPS1,,,15760278,opsin-1,CNG00350,OPS1,,,15760278,opsin-1,CNBG4430,OPS1,,,15760278,opsin-1,CGB_G6370W,OPS1,,,15760278,opsin-1,CNBG_2054,OPS1,,,15760278,opsin-1,opsin-1,opsin-1,yes,,,opsin 1,Opsin-1,YBR054W,YRO2,.00000027000000000000000896,23.91,276
CNAG_00473,OST2,,,21602483,ER oligosaccharyl transferase complex subunit,CNA04550,OST2,,,21602483,ER oligosaccharyl transferase complex subunit,CNBA4360,OST2,,,21602483,ER oligosaccharyl transferase complex subunit,CGB_A4670C,OST2,,,21602483,ER oligosaccharyl transferase complex subunit,CNBG_1438,OST2,,,21602483,ER oligosaccharyl transferase complex subunit,ER oligosaccharyl transferase complex subunit,ER oligosaccharyl transferase complex subunit,yes,,,oligosaccharyltransferase complex subunit epsilon,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,YOR103C,OST2,1.7000000000000000138e-14,36.92,130
